"";"Met";"Gene";"Ev";"NrComponents";"Pv_wilcox";"Pv_adj";"Pathway";"Reference";"logFC";"P.Value";"adj.P.Val";"p_value_COX";"coef_COX";"oneTail"
"3694";"cg11541547";"RPS23";"RPS23_17_C";2;0,82906113317011;0,930817769877085;NA;NA;-0,136727871935739;0,101468539275556;0,197776609498568;0,0381849653857781;0,28937539968679;0,0190924826928891
"3695";"cg11555438";"CARS2";"CARS2_8_C";2;0,912784164192873;0,965561572017258;NA;NA;0,337632926311862;9,88592204382909e-05;0,000440429755328154;0,257378612083838;0,160819305997128;0,128689306041919
"3696";"cg11558551";"BST2";"BST2_6_C";2;0,0775253450963425;0,269003190641653;NA;NA;2,98511053432741;9,29688449471425e-31;1,43613148901257e-28;0,868046866157768;-0,0254690353805911;0,565976566921116
"3697";"cg11558551";"BST2";"BST2_4_AF";2;1,71678861885256e-05;0,000373465583877254;NA;NA;2,98511053432741;9,29688449471425e-31;1,43613148901257e-28;0,868046866157768;-0,0254690353805911;0,565976566921116
"3698";"cg11558551";"BST2";"BST2_5_AF";2;1,70128672412132e-05;0,000371016269387555;NA;NA;2,98511053432741;9,29688449471425e-31;1,43613148901257e-28;0,868046866157768;-0,0254690353805911;0,565976566921116
"3699";"cg11559192";"KRAS";"KRAS_2_CE";2;0,726924308346207;0,878396169198229;NA;NA;0,221158580038167;0,0609487862218266;0,130413173175848;0,400070763169638;0,119915102467418;0,200035381584819
"3700";"cg11560312";"PSMD2";"PSMD2_25_RI";2;0,454887176883255;0,703303269582236;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0630375998483681;-0,30852302821301;0,968481200075816
"3701";"cg11560312";"PSMD2";"PSMD2_45_C";2;0,774558383963702;0,90204757005053;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0630375998483681;-0,30852302821301;0,968481200075816
"3702";"cg11560312";"PSMD2";"PSMD2_34_RI";2;0,901973783180735;0,962483274620565;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0630375998483681;-0,30852302821301;0,968481200075816
"3703";"cg11560312";"PSMD2";"PSMD2_22_AL";2;0,235534584035228;0,504222750890592;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0630375998483681;-0,30852302821301;0,968481200075816
"3704";"cg11560312";"ABCF3";"ABCF3_25_C";2;0,233156398750964;0,501348830265012;NA;NA;0,901427063978393;8,7478267359521e-22;4,36339291737103e-20;0,0630375998483681;-0,30852302821301;0,968481200075816
"3705";"cg11560312";"AP2M1";"AP2M1_21_AL";2;0,0272901049390904;0,13818874793998;NA;NA;1,2019598805746;3,3212119997744e-30;4,89325234633428e-28;0,0630375998483681;-0,30852302821301;0,968481200075816
"3706";"cg11560312";"PSMD2";"PSMD2_16_RI";2;0,980263713000222;0,992866130436292;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0630375998483681;-0,30852302821301;0,968481200075816
"3707";"cg11560312";"PSMD2";"PSMD2_29_C";2;0,768046098958987;0,898914580379188;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0630375998483681;-0,30852302821301;0,968481200075816
"3708";"cg11560312";"AP2M1";"AP2M1_35_C";2;0,245632727657999;0,514504958890826;NA;NA;1,2019598805746;3,3212119997744e-30;4,89325234633428e-28;0,0630375998483681;-0,30852302821301;0,968481200075816
"3709";"cg11560312";"PSMD2";"PSMD2_14_C";2;0,660514797711481;0,846702126353987;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0630375998483681;-0,30852302821301;0,968481200075816
"3710";"cg11560312";"PSMD2";"PSMD2_50_C";2;0,940388763589546;0,977690349399193;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0630375998483681;-0,30852302821301;0,968481200075816
"3711";"cg11560312";"PSMD2";"PSMD2_49_AF";2;0,00268852962530891;0,0264765670870793;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0630375998483681;-0,30852302821301;0,968481200075816
"3712";"cg11560312";"PSMD2";"PSMD2_30_AF";2;0,00226211664597168;0,0232458402691215;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0630375998483681;-0,30852302821301;0,968481200075816
"3713";"cg11560312";"AP2M1";"AP2M1_38_C";2;0,0862331088138883;0,286406584343886;NA;NA;1,2019598805746;3,3212119997744e-30;4,89325234633428e-28;0,0630375998483681;-0,30852302821301;0,968481200075816
"3714";"cg11560312";"PSMD2";"PSMD2_51_RI";2;0,450160775972674;0,700597256786089;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0630375998483681;-0,30852302821301;0,968481200075816
"3715";"cg11560312";"AP2M1";"AP2M1_17_RI";2;0,19733368960092;0,455773579025828;NA;NA;1,2019598805746;3,3212119997744e-30;4,89325234633428e-28;0,0630375998483681;-0,30852302821301;0,968481200075816
"3716";"cg11566172";"DUSP23";"DUSP23_1_AF";2;0,610892768205332;0,814741079450302;NA;NA;-0,213811520611501;0,128209766857433;0,23851284750275;0,99539947350502;-0,00086021344530079;0,50230026324749
"3717";"cg11575942";"COMMD6";"COMMD6_13_C";2;0,0559462714107618;0,219788923399421;NA;NA;0,38683047208785;4,29584331415798e-05;0,000206207289770529;0,212754662361857;-0,281635367237399;0,893622668819071
"3718";"cg11582223";"IFITM2";"IFITM2_3_AF";2;0,083371334110457;0,279950298101275;NA;NA;0,127064891438154;0,455124158822169;0,593304521179687;0,977530786990222;-0,00388082531397655;0,511234606504889
"3719";"cg11582223";"IFITM2";"IFITM2_8_CE";2;0,00956772122670458;0,0675845897637573;NA;NA;0,127064891438154;0,455124158822169;0,593304521179687;0,977530786990222;-0,00388082531397655;0,511234606504889
"3720";"cg11591752";"SRSF2";"SRSF2_8_C";2;0,693611315698303;0,860384393113784;NA;NA;0,601641470256541;1,91896445035719e-13;3,3545315625557e-12;0,203541166409071;0,174201763373055;0,101770583204535
"3721";"cg11598353";"NDUFS7";"NDUFS7_16_C";2;0,272627964678566;0,54469535095135;NA;NA;-0,384912032899078;1,53674071019333e-05;8,0442424762316e-05;0,113084811673568;0,275638485490612;0,0565424058367842
"3722";"cg11598353";"NDUFS7";"NDUFS7_13_C";2;0,0597788653684063;0,229191689626593;NA;NA;-0,384912032899078;1,53674071019333e-05;8,0442424762316e-05;0,113084811673568;0,275638485490612;0,0565424058367842
"3723";"cg11600161";"PPP1CA";"PPP1CA_22_C";2;0,749095721813608;0,890750307857795;NA;NA;0,659272781276788;1,14271071095681e-15;2,63301767090102e-14;0,0262803533344561;-0,482856773596325;0,986859823332772
"3724";"cg11600161";"PPP1CA";"PPP1CA_9_C";2;0,860856010935481;0,944921026186869;NA;NA;0,659272781276788;1,14271071095681e-15;2,63301767090102e-14;0,0262803533344561;-0,482856773596325;0,986859823332772
"3725";"cg11616676";"SRI";"SRI_20_C";2;0,377933055480621;0,646143610982997;NA;NA;0,609580517228061;2,31603915276951e-10;2,68566516386068e-09;0,146402353419255;-0,214999926109271;0,926798823290373
"3726";"cg11616676";"SRI";"SRI_8_C";2;0,270233286799038;0,542363856328683;NA;NA;0,609580517228061;2,31603915276951e-10;2,68566516386068e-09;0,146402353419255;-0,214999926109271;0,926798823290373
"3727";"cg11616676";"SRI";"SRI_18_CE";2;0,9864265865818;0,995205206121055;NA;NA;0,609580517228061;2,31603915276951e-10;2,68566516386068e-09;0,146402353419255;-0,214999926109271;0,926798823290373
"3728";"cg11617144";"PPP1R16A";"PPP1R16A_12_RI";2;0,138515597192398;0,378182609256172;NA;NA;0,0382908183926619;0,726820135582099;0,802082418902872;0,0240453955361557;0,339249899291381;0,0120226977680779
"3729";"cg11617144";"PPP1R16A";"PPP1R16A_7_RI";2;0,103407950375495;0,317856775407276;NA;NA;0,0382908183926619;0,726820135582099;0,802082418902872;0,0240453955361557;0,339249899291381;0,0120226977680779
"3730";"cg11617144";"PPP1R16A";"PPP1R16A_9_RI";2;0,77833892280241;0,903771020631749;NA;NA;0,0382908183926619;0,726820135582099;0,802082418902872;0,0240453955361557;0,339249899291381;0,0120226977680779
"3731";"cg11617144";"PPP1R16A";"PPP1R16A_14_AF";2;0,0931420806493865;0,300157085002814;NA;NA;0,0382908183926619;0,726820135582099;0,802082418902872;0,0240453955361557;0,339249899291381;0,0120226977680779
"3732";"cg11617144";"PPP1R16A";"PPP1R16A_10_RI";2;0,121805089226976;0,351919834190958;NA;NA;0,0382908183926619;0,726820135582099;0,802082418902872;0,0240453955361557;0,339249899291381;0,0120226977680779
"3733";"cg11625877";"TBC1D17";"TBC1D17_9_AF";2;2,07046893541863e-07;6,91078276344881e-06;NA;NA;0,134094960433127;0,146577328644036;0,264768772446111;0,00407894606614159;-0,530496201791963;0,997960526966929
"3734";"cg11625877";"TBC1D17";"TBC1D17_12_C";2;2,325168504969e-14;4,23616636999039e-12;NA;NA;0,134094960433127;0,146577328644036;0,264768772446111;0,00407894606614159;-0,530496201791963;0,997960526966929
"3735";"cg11633086";"AIFM1";"AIFM1_14_C";2;0,122014972814978;0,351919834190958;NA;NA;0,478665382734935;2,62276024862797e-09;2,60828747077382e-08;0,0153141668376551;0,353542988640775;0,00765708341882753
"3736";"cg11634930";"MKNK2";"MKNK2_17_C";2;0,237980001029299;0,506728782323161;"Cancer Therapy";"Adesso L et al (2013) Gemcitabine triggers a pro-survival response in pancreatic cancer cells
through activation of the MNK2/eIF4E pathway. Oncogene 32:2848<U+0096>2857";-0,383394374589783;0,00108247490602912;0,00383300306763859;0,509725074057174;0,121736252557293;0,254862537028587
"3737";"cg11634930";"MKNK2";"MKNK2_14_C";2;0,185107464460116;0,443033037755691;"Cancer Therapy";"Adesso L et al (2013) Gemcitabine triggers a pro-survival response in pancreatic cancer cells
through activation of the MNK2/eIF4E pathway. Oncogene 32:2848<U+0096>2857";-0,383394374589783;0,00108247490602912;0,00383300306763859;0,509725074057174;0,121736252557293;0,254862537028587
"3738";"cg11635053";"ABCF3";"ABCF3_25_C";2;0,912086928081238;0,965407914072915;NA;NA;0,901427063978393;8,7478267359521e-22;4,36339291737103e-20;0,290195908997785;0,183654898237282;0,145097954498892
"3739";"cg11635053";"PSMD2";"PSMD2_25_RI";2;0,138012377058768;0,377397822820178;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,290195908997785;0,183654898237282;0,145097954498892
"3740";"cg11635053";"PSMD2";"PSMD2_16_RI";2;0,135415470138662;0,37309649853894;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,290195908997785;0,183654898237282;0,145097954498892
"3741";"cg11635053";"PSMD2";"PSMD2_22_AL";2;0,0869213190318408;0,287340138113056;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,290195908997785;0,183654898237282;0,145097954498892
"3742";"cg11635053";"AP2M1";"AP2M1_21_AL";2;0,000414146597178883;0,0059567631452785;NA;NA;1,2019598805746;3,3212119997744e-30;4,89325234633428e-28;0,290195908997785;0,183654898237282;0,145097954498892
"3743";"cg11635053";"PSMD2";"PSMD2_30_AF";2;0,459851413868036;0,706997295055551;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,290195908997785;0,183654898237282;0,145097954498892
"3744";"cg11635053";"PSMD2";"PSMD2_14_C";2;0,872893531808086;0,948310855069922;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,290195908997785;0,183654898237282;0,145097954498892
"3745";"cg11635053";"AP2M1";"AP2M1_17_RI";2;0,0466402640014239;0,196031156539885;NA;NA;1,2019598805746;3,3212119997744e-30;4,89325234633428e-28;0,290195908997785;0,183654898237282;0,145097954498892
"3746";"cg11635053";"AP2M1";"AP2M1_38_C";2;0,0435994659429989;0,187359867160455;NA;NA;1,2019598805746;3,3212119997744e-30;4,89325234633428e-28;0,290195908997785;0,183654898237282;0,145097954498892
"3747";"cg11635053";"PSMD2";"PSMD2_34_RI";2;0,249919399668665;0,520120216587929;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,290195908997785;0,183654898237282;0,145097954498892
"3748";"cg11635053";"PSMD2";"PSMD2_51_RI";2;0,402076562984917;0,663512639214309;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,290195908997785;0,183654898237282;0,145097954498892
"3749";"cg11635053";"PSMD2";"PSMD2_29_C";2;0,822766687976201;0,928638963132663;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,290195908997785;0,183654898237282;0,145097954498892
"3750";"cg11635053";"PSMD2";"PSMD2_49_AF";2;0,459851413868036;0,706997295055551;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,290195908997785;0,183654898237282;0,145097954498892
"3751";"cg11635053";"PSMD2";"PSMD2_45_C";2;0,68994002645956;0,858927462566568;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,290195908997785;0,183654898237282;0,145097954498892
"3752";"cg11635053";"AP2M1";"AP2M1_35_C";2;0,0865065004679062;0,286770032824807;NA;NA;1,2019598805746;3,3212119997744e-30;4,89325234633428e-28;0,290195908997785;0,183654898237282;0,145097954498892
"3753";"cg11635053";"PSMD2";"PSMD2_50_C";2;0,86251059349844;0,945220196505582;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,290195908997785;0,183654898237282;0,145097954498892
"3754";"cg11639849";"SRA1";"SRA1_6_C";2;0,832378531301681;0,93224946057857;NA;NA;0,41111125901961;1,0649954233451e-08;9,66572734790755e-08;0,114737326741696;0,228925445331988;0,0573686633708482
"3755";"cg11640914";"FAM50A";"FAM50A_4_AF";2;0,475998281247139;0,716818129049172;NA;NA;0,707487302196839;4,57881383836946e-09;4,37810663459062e-08;0,0775086657955498;0,242381323206899;0,0387543328977749
"3756";"cg11652636";"RPS27A";"RPS27A_18_C";2;0,724768921564965;0,877125434645604;NA;NA;0,218714793027106;0,00497272348441132;0,0149401288948173;0,761918940750816;-0,0590229531062689;0,619040529624592
"3757";"cg11652636";"RPS27A";"RPS27A_21_C";2;0,125827605056283;0,358190887440494;NA;NA;0,218714793027106;0,00497272348441132;0,0149401288948173;0,761918940750816;-0,0590229531062689;0,619040529624592
"3758";"cg11653858";"PIGS";"PIGS_16_C";2;0,687496614941715;0,857465836750815;NA;NA;0,555961220907072;3,48249926137516e-07;2,48268495730294e-06;0,0276467622696682;-0,33071472213243;0,986176618865166
"3759";"cg11653864";"ELK1";"ELK1_8_C";2;0,380196447123049;0,647780711610548;NA;NA;0,534131495520704;1,39800569854932e-06;8,96862348447459e-06;0,0153141668376551;0,353542988640775;0,00765708341882753
"3760";"cg11653864";"ELK1";"ELK1_4_C";2;0,374646216111778;0,643776683046212;NA;NA;0,534131495520704;1,39800569854932e-06;8,96862348447459e-06;0,0153141668376551;0,353542988640775;0,00765708341882753
"3761";"cg11656553";"DAZAP1";"DAZAP1_8_C";2;0,0360927669079816;0,166121708742263;NA;NA;0,718574045755268;1,73160536995682e-25;1,41696799422115e-23;0,557824339188699;0,0850276478854173;0,27891216959435
"3762";"cg11660018";"PRSS23";"PRSS23_11_AF";2;0,412746054303075;0,671562324590698;NA;NA;0,990480859429916;7,21252668283003e-06;4,02522255299985e-05;0,275693295491373;0,177682872636278;0,137846647745686
"3763";"cg11663393";"GLA";"GLA_9_C";2;0,168037108571185;0,421016137740771;NA;NA;1,10398022491479;2,04769973247484e-26;1,91352483951052e-24;0,0419083499420596;0,304386640954442;0,0209541749710298
"3764";"cg11663393";"RPL36A";"RPL36A_16_RI";2;0,0424288827902313;0,184230675273373;NA;NA;0,387397269243399;0,00010811761855813;0,000478194016081294;0,0419083499420596;0,304386640954442;0,0209541749710298
"3765";"cg11663421";"RBM10";"RBM10_9_A5";2;0,0214786466929198;0,117137617166488;NA;NA;0,506000235599461;1,99540246707338e-13;3,47911318719151e-12;0,0207804113703394;0,338757946147056;0,0103902056851697
"3766";"cg11663421";"RBM10";"RBM10_4_CE";2;0,295117381424926;0,568834362036804;NA;NA;0,506000235599461;1,99540246707338e-13;3,47911318719151e-12;0,0207804113703394;0,338757946147056;0,0103902056851697
"3767";"cg11669284";"WDR70";"WDR70_7_C";2;0,0614067079729045;0,232871492291002;NA;NA;0,727460433473131;1,0759620010669e-14;2,19520899638157e-13;0,241147353856975;0,164008335063286;0,120573676928488
"3768";"cg11669284";"WDR70";"WDR70_19_C";2;0,101894432839176;0,31542188147915;NA;NA;0,727460433473131;1,0759620010669e-14;2,19520899638157e-13;0,241147353856975;0,164008335063286;0,120573676928488
"3769";"cg11669284";"WDR70";"WDR70_18_C";2;0,65411994221767;0,842456390971063;NA;NA;0,727460433473131;1,0759620010669e-14;2,19520899638157e-13;0,241147353856975;0,164008335063286;0,120573676928488
"3770";"cg11676622";"RPL5";"RPL5_4_CE";2;0,218024220181955;0,482950654914391;NA;NA;-0,0794074543463282;0,275902741909087;0,423530677454886;0,0124367752359772;0,351214398136975;0,00621838761798861
"3771";"cg11676622";"RPL5";"RPL5_3_RI";2;0,735544345828376;0,88259265975153;NA;NA;-0,0794074543463282;0,275902741909087;0,423530677454886;0,0124367752359772;0,351214398136975;0,00621838761798861
"3772";"cg11676622";"RPL5";"RPL5_10_AF";2;0,754971080464354;0,891448885597406;NA;NA;-0,0794074543463282;0,275902741909087;0,423530677454886;0,0124367752359772;0,351214398136975;0,00621838761798861
"3773";"cg11676622";"RPL5";"RPL5_2_AF";2;0,735544345828376;0,88259265975153;NA;NA;-0,0794074543463282;0,275902741909087;0,423530677454886;0,0124367752359772;0,351214398136975;0,00621838761798861
"3774";"cg11676622";"RPL5";"RPL5_9_C";2;0,895641794324986;0,959987227013884;NA;NA;-0,0794074543463282;0,275902741909087;0,423530677454886;0,0124367752359772;0,351214398136975;0,00621838761798861
"3775";"cg11692409";"SERPINF1";"SERPINF1_18_AF";2;1,40835962917543e-11;1,29643210075149e-09;NA;NA;0,106649637247956;0,60415014637221;0,712452198941027;0,0653015406845528;-0,346514089326569;0,967349229657724
"3776";"cg11692409";"SERPINF1";"SERPINF1_19_C";2;7,59112588266509e-08;2,89888191458106e-06;NA;NA;0,106649637247956;0,60415014637221;0,712452198941027;0,0653015406845528;-0,346514089326569;0,967349229657724
"3777";"cg11692409";"SERPINF1";"SERPINF1_15_C";2;2,40295265799416e-05;0,000502722990290884;NA;NA;0,106649637247956;0,60415014637221;0,712452198941027;0,0653015406845528;-0,346514089326569;0,967349229657724
"3778";"cg11694510";"IFITM2";"IFITM2_3_AF";2;0,148375522688182;0,393592933141138;NA;NA;0,127064891438154;0,455124158822169;0,593304521179687;0,0628662541749503;-0,254851354289274;0,968566872912525
"3779";"cg11694510";"IFITM2";"IFITM2_8_CE";2;0,000265161051179358;0,00403275372619737;NA;NA;0,127064891438154;0,455124158822169;0,593304521179687;0,0628662541749503;-0,254851354289274;0,968566872912525
"3780";"cg11698099";"ACD";"ACD_38_C";2;4,19459721582112e-08;1,67830531394913e-06;NA;NA;1,10685710834499;1,11125640934946e-31;1,94482718531061e-29;0,0127367696856105;0,344674324496911;0,00636838484280524
"3781";"cg11699265";"PDAP1";"PDAP1_5_AL";2;0,410083972000151;0,670123683377667;NA;NA;0,619156725512378;1,22617210392705e-11;1,7057115915736e-10;0,0633472146253971;0,260978458450084;0,0316736073126985
"3782";"cg11706540";"C21orf2";"C21orf2_12_C";2;0,00240434991231493;0,0244488837013885;NA;NA;-0,073088102839596;0,503801759528758;0,633034772296323;0,140620947616399;-0,247096406384238;0,929689526191801
"3783";"cg11713727";"MMADHC";"MMADHC_3_CE";2;0,683351348245565;0,85599501147875;NA;NA;0,260402824652739;0,00135233124943099;0,0046809801347916;0,274252387273982;-0,159540388127572;0,862873806363009
"3784";"cg11714752";"CIAO1";"CIAO1_9_C";2;0,092835090995349;0,29952964640259;NA;NA;0,50437496386611;1,78058362032001e-12;2,75617230431641e-11;0,0905211880683178;-0,250188169699631;0,954739405965841
"3785";"cg11715092";"YBEY";"YBEY_10_C";2;0,912572388337055;0,965561572017258;NA;NA;0,20941459732521;0,0541664614823097;0,118100165938133;0,224347937550251;-0,190599212150271;0,887826031224874
"3786";"cg11720358";"PSMD10";"PSMD10_5_RI";2;0,459772354610667;0,706997295055551;NA;NA;0,767403731095485;7,84510149699215e-17;2,11134344910606e-15;0,0303814480988488;0,316578836181631;0,0151907240494244
"3787";"cg11731300";"TSTD1";"TSTD1_10_C";2;0,522130600444579;0,752229341167685;NA;NA;-0,242114075068274;0,150437793271836;0,270185136850559;0,784428313169531;0,0418481408611115;0,392214156584766
"3788";"cg11731300";"TSTD1";"TSTD1_11_C";2;0,154662233616443;0,403431768682749;NA;NA;-0,242114075068274;0,150437793271836;0,270185136850559;0,784428313169531;0,0418481408611115;0,392214156584766
"3789";"cg11731300";"TSTD1";"TSTD1_8_C";2;0,265690012042127;0,537091806590015;NA;NA;-0,242114075068274;0,150437793271836;0,270185136850559;0,784428313169531;0,0418481408611115;0,392214156584766
"3790";"cg11732321";"STK3";"STK3_18_C";2;0,0401572945490346;0,178533574393141;NA;NA;1,21456313249337;2,17378371159871e-30;3,2662853318151e-28;0,432354945566094;-0,191014369170452;0,783822527216953
"3791";"cg11733430";"RGL2";"RGL2_3_RI";2;0,27578846615966;0,548752846102398;NA;NA;0,0958839291644988;0,302934077134881;0,452242742143524;0,588880558928677;0,0838572895412775;0,294440279464338
"3792";"cg11733430";"RGL2";"RGL2_7_C";2;0,0190351842876885;0,108233216252169;NA;NA;0,0958839291644988;0,302934077134881;0,452242742143524;0,588880558928677;0,0838572895412775;0,294440279464338
"3793";"cg11733430";"RGL2";"RGL2_13_C";2;0,656411380197874;0,844164341151531;NA;NA;0,0958839291644988;0,302934077134881;0,452242742143524;0,588880558928677;0,0838572895412775;0,294440279464338
"3794";"cg11733430";"RGL2";"RGL2_4_C";2;0,020564232993733;0,114325630979145;NA;NA;0,0958839291644988;0,302934077134881;0,452242742143524;0,588880558928677;0,0838572895412775;0,294440279464338
"3795";"cg11739626";"PNKP";"PNKP_49_C";2;0,0268399094670484;0,136860063142471;NA;NA;0,731523217886764;5,79774646628645e-15;1,2284000682978e-13;0,43458478098764;0,107836444218188;0,21729239049382
"3796";"cg11741753";"TMEM51";"TMEM51_14_C";2;0,220486868569088;0,484949111075623;NA;NA;0,422208151295513;0,000362623742891758;0,00143312349086722;0,380388831896137;-0,154335024688557;0,809805584051931
"3797";"cg11749010";"MBD1";"MBD1_15_C";2;3,14595443724492e-34;2,36509226777928e-31;NA;NA;0,449107021069389;1,75802071895698e-05;9,08165727825638e-05;0,849043014375431;0,0318015196897586;0,424521507187716
"3798";"cg11778563";"SSBP4";"SSBP4_8_C";2;0,0379952041831803;0,172186116519445;NA;NA;0,596865234558707;1,44054661400381e-08;1,2831841668783e-07;0,015592790030877;0,346861352831289;0,00779639501543852
"3799";"cg11778563";"SSBP4";"SSBP4_20_C";2;0,412817292889316;0,671562324590698;NA;NA;0,596865234558707;1,44054661400381e-08;1,2831841668783e-07;0,015592790030877;0,346861352831289;0,00779639501543852
"3800";"cg11778563";"SSBP4";"SSBP4_7_CE";2;0,0510897276255684;0,207609281607842;NA;NA;0,596865234558707;1,44054661400381e-08;1,2831841668783e-07;0,015592790030877;0,346861352831289;0,00779639501543852
"3801";"cg11798521";"RAD50";"RAD50_11_C";2;0,251019150192809;0,521416263286488;NA;NA;0,289893781097837;0,00155845566771953;0,00531426537352678;0,0848316774939959;-0,258937052236813;0,957584161253002
"3802";"cg11805111";"HIST1H2AC";"HIST1H2AC_3_A5";2;0,0888175039046064;0,291361572811127;NA;NA;0,626363757875239;7,12518186796452e-05;0,000327184547533725;0,201555104139464;0,191238178534473;0,100777552069732
"3803";"cg11805587";"SPRYD7";"SPRYD7_3_C";2;0,493323894393969;0,731702417991055;NA;NA;0,255116671454148;0,00227916714149014;0,00746014524788075;0,347348800226798;-0,160317296286089;0,826325599886601
"3804";"cg11822812";"WDR55";"WDR55_5_C";2;1,08710431831605e-08;4,92576542159265e-07;NA;NA;0,351584221556934;3,14557939033935e-06;1,88848538513036e-05;0,0652171290655435;0,52938902349285;0,0326085645327717
"3805";"cg11822812";"WDR55";"WDR55_7_RI";2;3,87457739919414e-05;0,000778923663355236;NA;NA;0,351584221556934;3,14557939033935e-06;1,88848538513036e-05;0,0652171290655435;0,52938902349285;0,0326085645327717
"3806";"cg11822812";"WDR55";"WDR55_6_AL";2;1,08710431831605e-08;4,92576542159265e-07;NA;NA;0,351584221556934;3,14557939033935e-06;1,88848538513036e-05;0,0652171290655435;0,52938902349285;0,0326085645327717
"3807";"cg11823921";"LRCH4";"LRCH4_7_RI";2;0,0574797944611817;0,223042792898106;NA;NA;0,00622514254722779;0,944430779466533;0,968731454557744;0,508825120768956;0,0929995375240721;0,254412560384478
"3808";"cg11826008";"CPNE1";"CPNE1_44_C";2;0,776835991037009;0,902808053889797;NA;NA;1,20492954472318;1,05342724114383e-20;4,59245739094483e-19;0,0890502016027661;0,233629255003148;0,0445251008013831
"3809";"cg11848173";"CD63";"CD63_11_AF";2;0,84928487433868;0,940118727919544;NA;NA;0,342713080382374;0,000351103140610366;0,00139232489948881;0,974039645869827;-0,00635735548072132;0,512980177065087
"3810";"cg11851456";"NGDN";"NGDN_22_RI";2;0,737205844897622;0,883538000520925;NA;NA;0,655599388501081;3,42547587070744e-14;6,58705194902567e-13;0,0441391969576761;-0,300338382771364;0,977930401521162
"3811";"cg11857140";"ST3GAL4";"ST3GAL4_10_AL";2;0,811577364309658;0,922602828888763;NA;NA;-0,523246273114283;0,000290325124395033;0,00117311808238468;0,71999757135643;0,0524473198802626;0,359998785678215
"3812";"cg11857433";"RPL17";"RPL17_19_C";2;0,000101792211927148;0,00179832907737962;NA;NA;-0,0703272577354748;0,451696482791292;0,590667260218626;0,544545026530475;-0,0935220907106639;0,727727486734762
"3813";"cg11857742";"PQBP1";"PQBP1_13_C";2;0,631352435112295;0,827713648168153;NA;NA;0,274172591891719;0,000339735390862398;0,00135166470816568;0,0232970604894604;0,331878805278962;0,0116485302447302
"3814";"cg11860091";"CCT5";"CCT5_20_C";2;4,68268922885028e-13;6,30001804712241e-11;NA;NA;1,11092236974721;1,84634476590709e-22;1,01088210628154e-20;0,00110532895486888;0,450222972043381;0,000552664477434442
"3815";"cg11869184";"TSC22D4";"TSC22D4_4_AL";2;0,41580813722143;0,673502900537396;NA;NA;0,0840842654897816;0,310217905096427;0,459806506711926;0,830826917333028;-0,0317039601719895;0,584586541333486
"3816";"cg11869184";"TSC22D4";"TSC22D4_10_A3";2;0,869759836014907;0,948310855069922;NA;NA;0,0840842654897816;0,310217905096427;0,459806506711926;0,830826917333028;-0,0317039601719895;0,584586541333486
"3817";"cg11874331";"AC113189.5";"AC113189.5_2_C";2;1,09938310452376e-19;3,69773278810011e-17;NA;NA;0,36030042540801;0,0215274077236016;0,0539070645137759;0,709030585175526;-0,0544666543273883;0,645484707412237
"3818";"cg11888381";"PSMD2";"PSMD2_30_AF";2;0,646253154937505;0,838001755624033;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,261951731450983;0,176914696021024;0,130975865725491
"3819";"cg11888381";"AP2M1";"AP2M1_17_RI";2;0,202105875488998;0,461965877544216;NA;NA;1,2019598805746;3,3212119997744e-30;4,89325234633428e-28;0,261951731450983;0,176914696021024;0,130975865725491
"3820";"cg11888381";"PSMD2";"PSMD2_14_C";2;0,642089602348632;0,836308253399838;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,261951731450983;0,176914696021024;0,130975865725491
